NCBI Accession,type,proportion,number of bp
NZ_CP008934.1,prokaryote,5.39E-05,1077.420944
NZ_CP009108.1,prokaryote,4.93E-05,986.2306619
NZ_CP009111.1,prokaryote,7.22E-05,1444.178938
NZ_CP009220.1,prokaryote,5.28E-05,1055.89915
NZ_CP009230.1,prokaryote,9.77E-05,1953.380146
NZ_CP009236.1,prokaryote,8.33E-06,166.6274977
NZ_CP009240.1,prokaryote,0.0001348,2695.992975
NZ_CP009242.1,prokaryote,5.99E-05,1198.786112
NZ_CP009243.1,prokaryote,4.55E-07,9.096840751
NZ_CP009244.1,prokaryote,3.62E-05,724.1972734
NZ_CP009245.1,prokaryote,5.31E-05,1062.111626
NZ_CP009246.1,prokaryote,4.81E-05,962.4901263
NZ_CP009247.1,prokaryote,3.32E-05,664.7349973
NZ_CP009248.1,prokaryote,2.07E-05,414.2390654
NZ_CP009249.1,prokaryote,7.97E-05,1594.831496
NZ_CP009251.1,prokaryote,3.65E-05,730.1878759
NZ_CP009253.1,prokaryote,6.80E-05,1360.976126
NZ_CP009259.1,prokaryote,1.55E-05,310.6238305
NZ_CP009312.1,prokaryote,2.16E-05,431.1015019
NZ_CP009360.2,prokaryote,1.24E-05,247.6115678
NZ_CP009423.1,prokaryote,4.23E-06,84.53405674
NZ_CP009429.1,prokaryote,3.41E-05,681.3755597
NZ_CP009452.1,prokaryote,6.68E-05,1336.791842
NZ_CP009456.1,prokaryote,0.00015002,3000.404329
NZ_CP009470.1,prokaryote,6.11E-05,1222.526647
NZ_CP009471.1,prokaryote,0.000265517,5310.336257
NZ_CP009498.1,prokaryote,0.000123118,2462.359479
NZ_CP009557.1,prokaryote,0.000150375,3007.504302
NZ_CP009623.1,prokaryote,0.000179751,3595.02709
NZ_CP009625.1,prokaryote,1.80E-06,35.94361467
NZ_CP009626.1,prokaryote,1.53E-06,30.61863472
NZ_CP009653.1,prokaryote,4.77E-05,953.8370339
NZ_CP009654.1,prokaryote,0.000157553,3151.056886
NZ_CP009676.1,prokaryote,5.65E-05,1129.561372
NZ_CP009682.1,prokaryote,4.15E-05,830.2531242
NZ_CP009687.1,prokaryote,0.000338125,6762.502665
NZ_CP009725.1,prokaryote,2.11E-06,42.15609129
NZ_CP009726.1,prokaryote,8.99E-07,17.97180734
NZ_CP009727.1,prokaryote,1.22E-06,24.40615811
NZ_CP009728.1,prokaryote,8.99E-07,17.97180734
NZ_CP009729.1,prokaryote,1.97E-06,39.49360131
NZ_CP009730.1,prokaryote,8.76E-07,17.52805901
NZ_CP009731.1,prokaryote,1.76E-06,35.27799218
NZ_CP009732.1,prokaryote,9.10E-07,18.1936815
NZ_CP009733.1,prokaryote,1.78E-05,356.1080343
NZ_CP009734.1,prokaryote,1.06E-06,21.29991981
NZ_CP009735.1,prokaryote,1.54E-06,30.84050889
NZ_CP009736.1,prokaryote,9.10E-07,18.1936815
NZ_CP009737.1,prokaryote,3.39E-06,67.89349439
NZ_CP009738.1,prokaryote,9.87E-07,19.74680065
NZ_CP009739.1,prokaryote,2.19E-06,43.70921044
NZ_CP009740.1,prokaryote,7.88E-07,15.75306569
NZ_CP009741.1,prokaryote,1.44E-06,28.84364141
NZ_CP009742.1,prokaryote,1.11E-06,22.18741647
NZ_CP009743.1,prokaryote,1.91E-05,381.8454374
NZ_CP009744.1,prokaryote,2.66E-05,532.0542469
NZ_CP009745.1,prokaryote,1.36E-05,271.5739775
NZ_CP009762.1,prokaryote,5.27E-05,1053.23666
NZ_CP009764.1,prokaryote,1.00E-05,200.1304965
NZ_CP009765.1,prokaryote,2.65E-05,530.944876
NZ_CP009766.1,prokaryote,1.11E-05,221.8741647
NZ_CP009768.1,prokaryote,2.33E-06,46.59357458
NZ_CP009769.1,prokaryote,7.00E-05,1400.025979
NZ_CP009790.1,prokaryote,1.33E-05,266.2489976
NZ_CP009802.1,prokaryote,6.12E-05,1223.19227
NZ_CP009823.1,prokaryote,1.37E-05,273.1270967
NZ_CP009826.1,prokaryote,1.47E-05,294.6488907
NZ_CP009828.1,prokaryote,1.06E-05,211.0023306
NZ_CP009829.1,prokaryote,1.57E-05,314.8394397
NZ_CP009847.1,prokaryote,3.75E-05,750.1565507
NZ_CP009848.1,prokaryote,2.37E-05,473.7013415
NZ_CP009885.1,prokaryote,1.62E-05,323.2706579
NZ_CP009928.1,prokaryote,0.000590008,11800.15557
NZ_CP009929.1,prokaryote,1.42E-06,28.39989308
NZ_CP009930.1,prokaryote,8.54E-07,17.08431068
NZ_CP009931.1,prokaryote,1.55E-06,31.06238305
NZ_CP009932.1,prokaryote,1.03E-06,20.63429731
NZ_CP009977.1,prokaryote,4.62E-05,923.4402733
NZ_CP009978.1,prokaryote,2.47E-05,494.3356389
NZ_CP009982.1,prokaryote,2.09E-05,417.5671779
NZ_CP009983.1,prokaryote,1.02E-05,203.458609
NZ_CP009984.1,prokaryote,2.35E-05,469.9294807
NZ_CP009985.1,prokaryote,3.38E-05,676.494328
NZ_CP010051.1,prokaryote,1.37E-05,274.2364675
NZ_CP010071.1,prokaryote,4.08E-05,815.8313035
NZ_CP010106.1,prokaryote,4.90E-05,980.905682
NZ_CP010116.1,prokaryote,4.03E-06,80.54032177
NZ_CP010117.1,prokaryote,1.51E-05,301.7488639
NZ_CP010119.1,prokaryote,6.31E-06,126.2463997
NZ_CP010121.1,prokaryote,9.70E-06,193.9180199
NZ_CP010122.1,prokaryote,1.99E-05,397.3766289
NZ_CP010125.1,prokaryote,5.08E-06,101.6183674
NZ_CP010129.1,prokaryote,5.00E-06,100.0652483
NZ_CP010132.1,prokaryote,1.80E-05,360.9892659
NZ_CP010133.1,prokaryote,1.80E-05,359.2142726
NZ_CP010134.1,prokaryote,3.90E-06,78.09970596
NZ_CP010137.1,prokaryote,3.17E-06,63.45601109
NZ_CP010140.1,prokaryote,5.41E-06,108.2745924
NZ_CP010143.1,prokaryote,4.63E-06,92.52152666
NZ_CP010145.1,prokaryote,3.65E-06,72.99660017
NZ_CP010148.1,prokaryote,5.06E-06,101.1746191
NZ_CP010150.1,prokaryote,7.94E-06,158.8619019
NZ_CP010151.1,prokaryote,8.78E-06,175.5024642
NZ_CP010152.1,prokaryote,2.00E-06,39.93734964
NZ_CP010157.1,prokaryote,9.86E-06,197.2461324
NZ_CP010160.1,prokaryote,8.41E-06,168.1806168
NZ_CP010163.1,prokaryote,4.49E-06,89.85903669
NZ_CP010167.1,prokaryote,4.12E-06,82.31531509
NZ_CP010169.1,prokaryote,4.42E-06,88.30591753
NZ_CP010170.1,prokaryote,4.23E-06,84.53405674
NZ_CP010171.1,prokaryote,5.17E-06,103.3933607
NZ_CP010172.1,prokaryote,4.74E-06,94.74026831
NZ_CP010176.1,prokaryote,4.23E-06,84.53405674
NZ_CP010177.1,prokaryote,5.30E-06,106.0558507
NZ_CP010178.1,prokaryote,7.00E-06,140.0025979
NZ_CP010180.1,prokaryote,4.59E-06,91.85590417
NZ_CP010183.1,prokaryote,4.47E-06,89.41528836
NZ_CP010186.1,prokaryote,6.35E-06,126.9120222
NZ_CP010191.1,prokaryote,4.00E-06,80.09657344
NZ_CP010196.1,prokaryote,6.16E-06,123.1401614
NZ_CP010200.1,prokaryote,6.38E-06,127.5776447
NZ_CP010206.1,prokaryote,5.44E-06,108.7183407
NZ_CP010213.1,prokaryote,5.16E-06,103.1714866
NZ_CP010219.1,prokaryote,1.18E-05,236.5178595
NZ_CP010221.1,prokaryote,5.08E-06,101.6183674
NZ_CP010226.1,prokaryote,5.38E-06,107.6089699
NZ_CP010228.1,prokaryote,4.10E-06,82.09344092
NZ_CP010229.1,prokaryote,8.48E-06,169.5118618
NZ_CP010230.1,prokaryote,5.68E-06,113.5995723
NZ_CP010231.1,prokaryote,3.72E-06,74.32784516
NZ_CP010235.1,prokaryote,4.28E-06,85.64342756
NZ_CP010236.1,prokaryote,5.45E-06,108.9402148
NZ_CP010237.1,prokaryote,8.66E-06,173.2837226
NZ_CP010238.1,prokaryote,1.60E-05,320.8300421
NZ_CP010240.1,prokaryote,5.89E-06,117.8151814
NZ_CP010242.1,prokaryote,5.32E-06,106.499599
NZ_CP010249.1,prokaryote,2.44E-07,4.881231623
NZ_CP010250.1,prokaryote,2.22E-07,4.437483293
NZ_CP010251.1,prokaryote,2.66E-07,5.324979952
NZ_CP010252.1,prokaryote,3.11E-07,6.21247661
NZ_CP010253.1,prokaryote,2.88E-07,5.768728281
NZ_CP010254.1,prokaryote,2.88E-07,5.768728281
NZ_CP010255.1,prokaryote,1.33E-07,2.662489976
NZ_CP010256.1,prokaryote,1.77E-07,3.549986635
NZ_CP010257.1,prokaryote,3.11E-07,6.21247661
NZ_CP010258.1,prokaryote,1.55E-07,3.106238305
NZ_CP010259.1,prokaryote,3.00E-07,5.990602446
NZ_CP010260.1,prokaryote,2.66E-07,5.324979952
NZ_CP010261.1,prokaryote,2.88E-07,5.768728281
NZ_CP010262.1,prokaryote,1.66E-07,3.32811247
NZ_CP010263.1,prokaryote,3.55E-07,7.099973269
NZ_CP010264.1,prokaryote,2.00E-07,3.993734964
NZ_CP010265.1,prokaryote,2.88E-07,5.768728281
NZ_CP010266.1,prokaryote,3.33E-07,6.65622494
NZ_CP010271.1,prokaryote,5.00E-05,999.3212376
NZ_CP010309.1,prokaryote,6.03E-05,1205.220462
NZ_CP010319.1,prokaryote,1.27E-05,254.711541
NZ_CP010330.1,prokaryote,8.99E-07,17.97180734
NZ_CP010337.1,prokaryote,6.43E-07,12.86870155
NZ_CP010339.1,prokaryote,5.32E-07,10.6499599
NZ_CP010348.1,prokaryote,3.00E-06,59.90602446
NZ_CP010349.1,prokaryote,8.99E-07,17.97180734
NZ_CP010350.1,prokaryote,0.000132248,2644.961917
NZ_CP010401.1,prokaryote,7.64E-05,1528.934869
NZ_CP010402.1,prokaryote,2.61E-05,522.2917836
NZ_CP010411.1,prokaryote,3.48E-05,695.353632
NZ_CP010412.1,prokaryote,2.75E-05,549.80418
NZ_CP010413.1,prokaryote,1.11E-05,221.8741647
NZ_CP010423.1,prokaryote,0.000140413,2808.261302
NZ_CP010449.1,prokaryote,6.02E-05,1203.445469
NZ_CP010450.1,prokaryote,1.08E-05,215.661688
NZ_CP010453.1,prokaryote,2.99E-05,598.6164963
NZ_CP010457.1,prokaryote,6.06E-06,121.1432939
NZ_CP010458.1,prokaryote,4.09E-06,81.87156676
NZ_CP010459.1,prokaryote,4.00E-06,80.09657344
NZ_CP010460.1,prokaryote,4.00E-06,80.09657344
NZ_CP010461.1,prokaryote,5.14E-06,102.7277382
NZ_CP010462.1,prokaryote,4.71E-06,94.29651998
NZ_CP010463.1,prokaryote,4.32E-06,86.30905005
NZ_CP010464.1,prokaryote,4.63E-06,92.52152666
NZ_CP010465.1,prokaryote,3.54E-06,70.77785853
NZ_CP010466.1,prokaryote,4.37E-06,87.41842088
NZ_CP010467.1,prokaryote,4.44E-06,88.74966586
NZ_CP010468.1,prokaryote,3.97E-06,79.43095095
NZ_CP010469.1,prokaryote,4.37E-06,87.41842088
NZ_CP010470.1,prokaryote,3.89E-06,77.8778318
NZ_CP010471.1,prokaryote,4.90E-06,98.06838078
NZ_CP010472.1,prokaryote,7.21E-06,144.218207
NZ_CP010473.1,prokaryote,4.46E-06,89.19341419
NZ_CP010474.1,prokaryote,4.35E-06,86.97467255
NZ_CP010475.1,prokaryote,5.38E-06,107.6089699
NZ_CP010476.1,prokaryote,6.99E-06,139.7807237
NZ_CP010477.1,prokaryote,5.27E-06,105.3902282
NZ_CP010479.1,prokaryote,5.14E-06,102.7277382
NZ_CP010480.1,prokaryote,6.22E-06,124.4714064
NZ_CP010481.1,prokaryote,3.98E-06,79.65282511
NZ_CP010482.1,prokaryote,4.80E-06,96.0715133
NZ_CP010483.1,prokaryote,3.69E-06,73.88409683
NZ_CP010484.1,prokaryote,4.29E-06,85.86530172
NZ_CP010485.1,prokaryote,4.83E-06,96.51526163
NZ_CP010486.1,prokaryote,3.97E-06,79.43095095
NZ_CP010487.1,prokaryote,4.48E-06,89.63716252
NZ_CP010488.1,prokaryote,4.32E-06,86.30905005
NZ_CP010489.1,prokaryote,6.80E-06,136.0088629
NZ_CP010490.1,prokaryote,4.04E-06,80.76219594
NZ_CP010491.1,prokaryote,4.07E-06,81.42781843
NZ_CP010492.1,prokaryote,4.88E-06,97.62463245
NZ_CP010493.1,prokaryote,5.09E-06,101.8402416
NZ_CP010494.1,prokaryote,3.86E-06,77.2122093
NZ_CP010495.1,prokaryote,4.61E-06,92.2996525
NZ_CP010496.1,prokaryote,4.66E-06,93.18714916
NZ_CP010497.1,prokaryote,4.59E-06,91.85590417
NZ_CP010498.1,prokaryote,3.86E-06,77.2122093
NZ_CP010499.1,prokaryote,4.22E-06,84.31218257
NZ_CP010500.1,prokaryote,5.32E-06,106.499599
NZ_CP010501.1,prokaryote,5.55E-06,110.9370823
NZ_CP010502.1,prokaryote,4.16E-06,83.20281175
NZ_CP010503.1,prokaryote,3.35E-06,67.00599773
NZ_CP010504.1,prokaryote,4.13E-06,82.53718925
NZ_CP010505.1,prokaryote,4.36E-06,87.19654671
NZ_CP010506.1,prokaryote,4.14E-06,82.75906342
NZ_CP010507.1,prokaryote,4.80E-06,96.0715133
NZ_CP010508.1,prokaryote,7.07E-06,141.3338429
NZ_CP010509.1,prokaryote,4.22E-06,84.31218257
NZ_CP010510.1,prokaryote,4.29E-06,85.86530172
NZ_CP010511.1,prokaryote,3.69E-06,73.88409683
NZ_CP010516.1,prokaryote,3.47E-05,694.9098837
NZ_CP010517.1,prokaryote,1.97E-05,394.2703906
NZ_CP010522.1,prokaryote,0.000122463,2449.268904
NZ_CP010535.1,prokaryote,0.000219567,4391.333467
NZ_CP010538.1,prokaryote,3.36E-06,67.22787189
NZ_CP010539.1,prokaryote,2.64E-06,52.80605119
NZ_CP010540.1,prokaryote,2.70E-06,53.91542201
NZ_CP010541.1,prokaryote,2.65E-06,53.02792535
NZ_CP010542.1,prokaryote,3.02E-06,60.34977279
NZ_CP010543.1,prokaryote,3.24E-06,64.78725608
NZ_CP010544.1,prokaryote,2.75E-06,55.02479284
NZ_CP010545.1,prokaryote,3.47E-06,69.44661354
NZ_CP010546.1,prokaryote,2.77E-06,55.46854116
NZ_CP010547.1,prokaryote,2.78E-06,55.69041533
NZ_CP010548.1,prokaryote,2.66E-06,53.24979952
NZ_CP010549.1,prokaryote,2.81E-06,56.13416366
NZ_CP010550.1,prokaryote,2.96E-06,59.24040196
NZ_CP010551.1,prokaryote,2.75E-06,55.02479284
NZ_CP010552.1,prokaryote,7.29E-05,1457.269513
NZ_CP010567.1,prokaryote,3.14E-06,62.7903886
NZ_CP010569.1,prokaryote,3.54E-06,70.77785853
NZ_CP010571.1,prokaryote,3.34E-06,66.78412356
NZ_CP010586.1,prokaryote,0.00020449,4089.806477
NZ_CP010588.1,prokaryote,1.84E-05,367.4236167
NZ_CP010599.1,prokaryote,1.13E-05,225.6460255
NZ_CP010610.1,prokaryote,1.13E-05,226.5335221
NZ_CP010617.1,prokaryote,1.12E-05,224.980403
NZ_CP010623.1,prokaryote,1.06E-05,212.7773239
NZ_CP010629.1,prokaryote,1.50E-05,300.8613673
NZ_CP010636.1,prokaryote,1.80E-05,360.3236434
NZ_CP010643.1,prokaryote,1.75E-05,350.7830543
NZ_CP010650.1,prokaryote,1.25E-05,249.6084352
NZ_CP010656.1,prokaryote,1.96E-05,391.6079006
NZ_CP010661.1,prokaryote,1.09E-05,218.324178
NZ_CP010668.1,prokaryote,1.00E-05,200.3523707
NZ_CP010673.1,prokaryote,1.95E-05,389.389159
NZ_CP010681.1,prokaryote,2.24E-05,447.5201901
NZ_CP010689.1,prokaryote,1.68E-05,335.473737
NZ_CP010696.1,prokaryote,1.01E-05,201.0179932
NZ_CP010705.1,prokaryote,1.16E-05,232.7459987
NZ_CP010715.1,prokaryote,1.73E-05,346.5674452
NZ_CP010725.1,prokaryote,1.51E-05,302.8582348
NZ_CP010735.1,prokaryote,1.95E-05,390.0547815
NZ_CP010741.1,prokaryote,1.22E-05,243.6178328
NZ_CP010745.1,prokaryote,1.35E-05,269.5771101
NZ_CP010749.1,prokaryote,1.16E-05,232.0803762
NZ_CP010756.1,prokaryote,1.07E-05,213.4429464
NZ_CP010767.1,prokaryote,1.82E-05,363.87363
NZ_CP010776.1,prokaryote,0.000157708,3154.163125
NZ_CP010777.1,prokaryote,0.000270709,5414.173366
NZ_CP010779.1,prokaryote,7.57E-06,151.3181803
NZ_CP010784.1,prokaryote,1.82E-05,364.5392525
NZ_CP010795.1,prokaryote,3.17E-06,63.45601109
NZ_CP010796.1,prokaryote,0.000212223,4244.45277
NZ_CP010802.1,prokaryote,9.21E-05,1841.555567
NZ_CP010804.1,prokaryote,5.39E-05,1078.30844
NZ_CP010818.1,prokaryote,2.74E-05,548.9166834
NZ_CP010822.1,prokaryote,2.53E-05,505.8730954
NZ_CP010833.1,prokaryote,5.23E-05,1046.802309
NZ_CP010834.1,prokaryote,0.000192243,3844.857399
NZ_CP010835.1,prokaryote,9.22E-05,1843.108686
NZ_CP010838.1,prokaryote,2.33E-07,4.659357458
NZ_CP010839.1,prokaryote,3.33E-07,6.65622494
NZ_CP010840.1,prokaryote,2.44E-07,4.881231623
NZ_CP010841.1,prokaryote,3.66E-07,7.321847434
NZ_CP010842.1,prokaryote,2.55E-07,5.103105787
NZ_CP010843.1,prokaryote,1.55E-07,3.106238305
NZ_CP010844.1,prokaryote,2.66E-07,5.324979952
NZ_CP010845.1,prokaryote,1.77E-07,3.549986635
NZ_CP010846.1,prokaryote,2.44E-07,4.881231623
NZ_CP010847.1,prokaryote,3.77E-07,7.543721598
NZ_CP010855.1,prokaryote,5.29E-05,1058.339765
NZ_CP010867.1,prokaryote,9.19E-06,183.7118083
NZ_CP010869.1,prokaryote,6.87E-05,1374.288576
NZ_CP010874.1,prokaryote,6.25E-06,124.9151547
NZ_CP010875.1,prokaryote,5.87E-06,117.3714331
NZ_CP010883.1,prokaryote,2.25E-05,450.6264284
NZ_CP010884.1,prokaryote,1.47E-05,294.4270165
NZ_CP010888.1,prokaryote,6.10E-05,1220.52978
NZ_CP010890.1,prokaryote,3.00E-06,59.90602446
NZ_CP010899.1,prokaryote,9.84E-05,1968.911337
NZ_CP010904.1,prokaryote,7.01E-05,1401.13535
NZ_CP010945.1,prokaryote,9.90E-05,1979.561297
NZ_CP010951.1,prokaryote,7.59E-05,1517.84116
NZ_CP010953.1,prokaryote,7.24E-05,1447.50705
NZ_CP010961.1,prokaryote,2.66E-07,5.324979952
NZ_CP010962.1,prokaryote,2.22E-07,4.437483293
NZ_CP010963.1,prokaryote,2.11E-07,4.215609129
NZ_CP010964.1,prokaryote,3.55E-07,7.099973269
NZ_CP010965.1,prokaryote,2.66E-07,5.324979952
NZ_CP010966.1,prokaryote,1.66E-07,3.32811247
NZ_CP010989.1,prokaryote,1.40E-05,280.6708183
NZ_CP010993.1,prokaryote,0.000168469,3369.381065
NZ_CP010994.1,prokaryote,0.000230938,4618.754486
NZ_CP010995.1,prokaryote,0.000107354,2147.076291
NZ_CP010997.1,prokaryote,5.99E-05,1197.454867
NZ_CP010998.1,prokaryote,1.14E-05,228.9741379
NZ_CP011007.1,prokaryote,0.000128221,2564.421595
NZ_CP011008.1,prokaryote,0.000281059,5621.181962
NZ_CP011010.1,prokaryote,4.28E-05,855.3249048
NZ_CP011011.1,prokaryote,0.000105601,2112.020173
NZ_CP011012.1,prokaryote,3.01E-05,601.2789862
NZ_CP011020.1,prokaryote,9.37E-05,1874.836691
NZ_CP011022.1,prokaryote,5.44E-05,1087.849029
NZ_CP011024.1,prokaryote,5.83E-05,1166.170609
NZ_CP011025.1,prokaryote,0.000149976,2999.516832
NZ_CP011026.1,prokaryote,3.43E-05,686.2567913
NZ_CP011028.1,prokaryote,0.000144107,2882.145399
NZ_CP011029.1,prokaryote,2.45E-05,489.6762814
NZ_CP011030.1,prokaryote,6.44E-05,1288.645148
NZ_CP011031.1,prokaryote,2.29E-05,458.3920242
NZ_CP011032.1,prokaryote,0.000191744,3834.873062
NZ_CP011033.1,prokaryote,5.50E-05,1100.495857
NZ_CP011034.1,prokaryote,9.18E-05,1836.008713
NZ_CP011035.1,prokaryote,2.39E-05,478.1388248
NZ_CP011036.1,prokaryote,0.000110549,2210.976051
NZ_CP011037.1,prokaryote,2.95E-05,589.0759072
NZ_CP011039.1,prokaryote,0.000129297,2585.943389
NZ_CP011040.1,prokaryote,4.60E-05,919.2246642
NZ_CP011041.1,prokaryote,8.88E-05,1776.768311
NZ_CP011042.1,prokaryote,4.22E-05,844.4530707
NZ_CP011061.1,prokaryote,2.91E-06,58.13103114
NZ_CP011068.1,prokaryote,1.42E-05,283.3333083
NZ_CP011069.1,prokaryote,1.19E-05,237.8491045
NZ_CP011072.1,prokaryote,8.65E-05,1730.840359
NZ_CP011105.1,prokaryote,2.26E-05,451.7357992
NZ_CP011112.1,prokaryote,4.02E-05,804.2938469
NZ_CP011113.2,prokaryote,1.22E-06,24.40615811
NZ_CP011120.1,prokaryote,3.89E-05,778.1126955
NZ_CP011124.1,prokaryote,1.32E-06,26.40302559
NZ_CP011126.1,prokaryote,7.47E-05,1494.988121
NZ_CP011127.1,prokaryote,1.38E-05,276.8989575
NZ_CP011129.1,prokaryote,4.34E-05,867.0842355
NZ_CP011130.1,prokaryote,5.31E-05,1061.889752
NZ_CP011131.1,prokaryote,6.71E-05,1342.782445
NZ_CP011145.1,prokaryote,4.83E-05,965.1526163
NZ_CP011151.1,prokaryote,5.57E-05,1114.252055
NZ_CP011153.1,prokaryote,5.59E-05,1118.689538
NZ_CP011155.1,prokaryote,7.47E-05,1493.878751
NZ_CP011158.1,prokaryote,9.08E-05,1816.040038
NZ_CP011160.1,prokaryote,9.77E-06,195.4711391
NZ_CP011163.1,prokaryote,8.20E-06,163.9650077
NZ_CP011167.1,prokaryote,2.88E-07,5.768728281
NZ_CP011168.1,prokaryote,2.88E-07,5.768728281
NZ_CP011169.1,prokaryote,2.22E-07,4.437483293
NZ_CP011170.1,prokaryote,2.77E-07,5.546854116
NZ_CP011171.1,prokaryote,2.33E-07,4.659357458
NZ_CP011172.1,prokaryote,2.22E-07,4.437483293
NZ_CP011173.1,prokaryote,1.44E-07,2.884364141
NZ_CP011174.1,prokaryote,3.33E-07,6.65622494
NZ_CP011175.1,prokaryote,3.55E-07,7.099973269
NZ_CP011176.1,prokaryote,2.77E-07,5.546854116
NZ_CP011177.1,prokaryote,2.77E-07,5.546854116
NZ_CP011178.1,prokaryote,3.33E-07,6.65622494
NZ_CP011179.1,prokaryote,1.89E-07,3.771860799
NZ_CP011181.1,prokaryote,2.22E-07,4.437483293
NZ_CP011182.1,prokaryote,3.33E-07,6.65622494
NZ_CP011183.1,prokaryote,2.55E-07,5.103105787
NZ_CP011184.1,prokaryote,2.88E-07,5.768728281
NZ_CP011185.1,prokaryote,3.99E-07,7.987469928
NZ_CP011186.1,prokaryote,3.33E-07,6.65622494
NZ_CP011187.1,prokaryote,1.77E-07,3.549986635
NZ_CP011188.1,prokaryote,2.88E-07,5.768728281
NZ_CP011189.1,prokaryote,3.55E-07,7.099973269
NZ_CP011190.1,prokaryote,2.33E-07,4.659357458
NZ_CP011191.1,prokaryote,3.33E-07,6.65622494
NZ_CP011192.1,prokaryote,2.66E-07,5.324979952
NZ_CP011193.1,prokaryote,2.77E-07,5.546854116
NZ_CP011194.1,prokaryote,3.99E-07,7.987469928
NZ_CP011195.1,prokaryote,1.77E-07,3.549986635
NZ_CP011196.1,prokaryote,2.33E-07,4.659357458
NZ_CP011197.1,prokaryote,2.88E-07,5.768728281
NZ_CP011198.1,prokaryote,1.77E-07,3.549986635
NZ_CP011199.1,prokaryote,2.77E-07,5.546854116
NZ_CP011200.1,prokaryote,3.77E-07,7.543721598
NZ_CP011201.1,prokaryote,2.33E-07,4.659357458
NZ_CP011202.1,prokaryote,1.55E-07,3.106238305
NZ_CP011203.1,prokaryote,2.55E-07,5.103105787
NZ_CP011204.1,prokaryote,1.33E-07,2.662489976
NZ_CP011205.1,prokaryote,2.44E-07,4.881231623
NZ_CP011206.1,prokaryote,2.66E-07,5.324979952
NZ_CP011207.1,prokaryote,3.44E-07,6.878099104
NZ_CP011208.1,prokaryote,2.22E-07,4.437483293
NZ_CP011232.1,prokaryote,0.000108419,2168.376211
NZ_CP011234.1,prokaryote,2.44E-07,4.881231623
NZ_CP011235.1,prokaryote,1.77E-07,3.549986635
NZ_CP011236.1,prokaryote,2.44E-07,4.881231623
NZ_CP011237.1,prokaryote,3.00E-07,5.990602446
NZ_CP011238.1,prokaryote,2.33E-07,4.659357458
NZ_CP011239.1,prokaryote,3.33E-07,6.65622494
NZ_CP011240.1,prokaryote,2.00E-07,3.993734964
NZ_CP011241.1,prokaryote,2.33E-07,4.659357458
NZ_CP011242.1,prokaryote,2.44E-07,4.881231623
NZ_CP011243.1,prokaryote,2.66E-07,5.324979952
NZ_CP011244.1,prokaryote,1.77E-07,3.549986635
NZ_CP011252.1,prokaryote,8.10E-05,1619.01578
NZ_CP011255.1,prokaryote,3.55E-07,7.099973269
NZ_CP011257.1,prokaryote,2.83E-05,565.3353716
NZ_CP011258.1,prokaryote,2.83E-05,566.000994
NZ_CP011260.1,prokaryote,3.01E-05,601.2789862
NZ_CP011261.1,prokaryote,2.99E-05,598.3946221
NZ_CP011264.1,prokaryote,2.98E-05,595.7321321
NZ_CP011266.1,prokaryote,0.000232824,4656.473094
NZ_CP011269.1,prokaryote,5.72E-05,1143.095696
NZ_CP011270.1,prokaryote,0.000155157,3103.132067
NZ_CP011271.1,prokaryote,0.000127334,2546.671662
NZ_CP011273.1,prokaryote,6.18E-05,1236.282845
NZ_CP011281.1,prokaryote,9.21E-06,184.1555567
NZ_CP011286.1,prokaryote,3.62E-05,724.1972734
NZ_CP011288.1,prokaryote,2.24E-05,447.5201901
NZ_CP011289.1,prokaryote,2.23E-05,445.0795743
NZ_CP011292.1,prokaryote,2.14E-05,428.8827603
NZ_CP011299.1,prokaryote,5.94E-05,1188.801774
NZ_CP011300.1,prokaryote,8.65E-05,1729.287239
NZ_CP011305.1,prokaryote,2.58E-05,516.5230553
NZ_CP011306.1,prokaryote,2.46E-05,492.5606455
NZ_CP011307.1,prokaryote,0.000653697,13073.93515
NZ_CP011310.1,prokaryote,6.38E-05,1276.220195
NZ_CP011318.1,prokaryote,0.000321241,6424.810186
NZ_CP011319.1,prokaryote,0.000100354,2007.073694
NZ_CP011325.1,prokaryote,3.12E-05,623.6882769
NZ_CP011329.1,prokaryote,1.76E-05,351.0049285
NZ_CP011340.1,prokaryote,5.95E-05,1189.467397
NZ_CP011342.2,prokaryote,1.61E-06,32.17175388
NZ_CP011343.2,prokaryote,1.60E-06,31.94987971
NZ_CP011344.1,prokaryote,4.94E-05,987.5619069
NZ_CP011345.1,prokaryote,8.64E-06,172.8399743
NZ_CP011348.1,prokaryote,2.19E-05,438.8670977
NZ_CP011349.1,prokaryote,4.61E-05,921.4434058
NZ_CP011360.1,prokaryote,8.16E-05,1632.550104
NZ_CP011364.1,prokaryote,5.23E-05,1045.027316
NZ_CP011367.1,prokaryote,3.81E-05,762.5815039
NZ_CP011371.1,prokaryote,8.31E-05,1661.393745
NZ_CP011372.1,prokaryote,0.000145893,2917.867139
NZ_CP011373.1,prokaryote,0.000166505,3330.109337
NZ_CP011387.1,prokaryote,8.52E-05,1704.437333
NZ_CP011388.1,prokaryote,0.000198711,3974.210037
NZ_CP011390.1,prokaryote,0.000353601,7072.017124
NZ_CP011391.1,prokaryote,0.000143508,2870.164194
NZ_CP011393.1,prokaryote,0.000124494,2489.871876
NZ_CP011400.1,prokaryote,3.77E-07,7.543721598
NZ_CP011401.1,prokaryote,2.88E-07,5.768728281
