NCBI accession number,name of the virus,genus of host,family of host,order of host,class of host,phylum of host,domain of host
NC_021802,Cellulophaga phage phi10:1,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021803,Cellulophaga phage phi13:2,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021804,Cellulophaga phage phi39:1,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021805,Cellulophaga phage phi12a:1,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021806,Cellulophaga phage phi14:2,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021852,Lactococcus phage P680,NA,NA,NA,NA,NA,bacteria
NC_021853,Lactococcus phage 340,NA,NA,NA,NA,NA,bacteria
NC_021854,Lactococcus phage jm3,NA,NA,NA,NA,NA,bacteria
NC_021855,Lactococcus phage phi7,NA,NA,NA,NA,NA,bacteria
NC_021856,Bacillus phage phiNIT1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_021857,Shigella phage SfII,NA,NA,NA,NA,NA,bacteria
NC_021860,Lactococcus phage jm2,NA,NA,NA,NA,NA,bacteria
NC_021861,Lactococcus phage BM13,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_021862,Ralstonia phage RSS30,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,bacteria
NC_021863,Staphylococcus phage SA13,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_021864,Puniceispirillum phage HMO-2011,Puniceispirillum,NA,NA,NA,NA,bacteria
NC_021865,Paenibacillus phage phiIBB_Pl23,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_021866,Ralstonia phage RSS20,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,bacteria
NC_021867,Flavobacterium phage 6H,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,bacteria
NC_021868,Streptococcus phage SPQS1,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_022052,Mycobacterium phage Whirlwind,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022053,Mycobacterium phage Papyrus,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022054,Mycobacterium phage Muddy,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022055,Mycobacterium phage Bobi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022056,Mycobacterium phage Hamulus,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022057,Mycobacterium phage Catdawg,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022058,Mycobacterium phage Adzzy,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022059,Mycobacterium phage DrDrey,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022060,Mycobacterium phage Velveteen,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022061,Mycobacterium phage KayaCho,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022062,Mycobacterium phage Trouble,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022063,Mycobacterium phage Phelemich,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022065,Mycobacterium phage Contagion,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022066,Mycobacterium phage Redno2,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022067,Mycobacterium phage Wanda,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022068,Mycobacterium phage Daenerys,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022069,Mycobacterium phage Jabbawokkie,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022070,Mycobacterium phage Wheeler,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022071,Mycobacterium phage Crossroads,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022085,Mycobacterium phage Goku,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022086,Mycobacterium phage LittleCherry,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022087,Mycobacterium phage AnnaL29,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022088,Bacillus phage Troll,Bacilluls,NA,NA,NA,NA,bacteria
NC_022090,Staphylococcus phage vB_SauM_Remus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022091,Pseudomonas phage MPK7,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022094,Bacillus phage Wip1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022096,Pseudomonas phage PaBG,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022323,Escherichia phage 2 JES-2013,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022324,Mycobacterium phage Sarfire,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022325,Mycobacterium phage Dylan,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022328,Mycobacterium phage Adawi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022329,Mycobacterium phage PhrostyMug,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022330,Mycobacterium phage Quink,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022331,Mycobacterium phage Bane1,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022334,Propionibacterium phage PHL112N00,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022335,Propionibacterium phage PHL067M10,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022336,Propionibacterium phage PHL010M04,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022337,Propionibacterium phage PHL071N05,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022338,Propionibacterium phage PHL060L00,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022340,Propionibacterium phage PHL114L00,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022341,Propionibacterium phage PHL113M01,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022342,Propionibacterium phage PHL111M01,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022343,Klebsiella phage 0507-KN2-1,NA,NA,NA,NA,NA,bacteria
NC_022744,Erwinia phage FE44,Erwinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022746,Pseudomonas phage MPK6,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022747,Vibrio phage VPUSM 8,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022749,Shigella phage SfIV,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022750,Enterobacteria phage fiAA91-ss,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022751,Cyanophage PP,Phormidium,NA,NA,NA,NA,bacteria
NC_022752,Salmonella phage SETP13,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022753,Mycobacterium phage Fredward,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022754,Salmonella phage SETP7,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022756,Lactobacillus phage J-1,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_022757,Lactobacillus phage PL-1,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_022758,Staphylococcus phage YMC/09/04/R1988,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022761,Bacillus phage CampHawk,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022763,Bacillus phage Spock,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022765,Bacillus phage Riggi,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022766,Bacillus phage Glittering,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022767,Bacillus phage Staley,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022769,Bacillus phage BigBertha,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022770,Bacillus phage Pony,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022771,Bacillus phage Grass,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022772,Salmonella phage Marshall,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022773,Bacillus phage Blastoid,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022776,Streptococcus phage TP-778L,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_022790,Marine gokushovirus,NA,NA,NA,NA,NA,bacteria
NC_022791,Streptococcus phage phiBHN167,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_022914,Staphylococcus phage phiRS7,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_022915,Ralstonia phage RSK1,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,bacteria
NC_022916,Burkholderia phage JG068,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,bacteria
NC_022917,Ralstonia phage RSB3,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,bacteria
NC_022918,Staphylococcus phage S25-4,NA,NA,NA,NA,NA,bacteria
NC_022920,Staphylococcus phage S25-3,NA,NA,NA,NA,NA,bacteria
NC_022965,Mycobacterium phage CloudWang3,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022966,Pseudomonas phage PAK_P5,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022967,Pseudomonas phage PAK_P2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022968,Enterobacteria phage 4MG,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022969,Mycobacterium phage PhatBacter,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022970,Pseudomonas phage PAK_P3,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022971,Pseudomonas phage phiIBB-PAA2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022972,Arthrobacter phage vB_ArS-ArV2,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,bacteria
NC_022973,Mycobacterium phage Conspiracy,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022974,Pseudomonas phage CHA_P1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022975,Mycobacterium phage HanShotFirst,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022976,Mycobacterium phage Nala,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022977,Mycobacterium phage Artemis2UCLA,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022979,Mycobacterium phage Graduation,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022981,Mycobacterium phage HufflyPuff,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022982,Xylella phage Paz,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022983,Mycobacterium phage Bernardo,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022984,Mycobacterium phage Jovo,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022985,Mycobacterium phage Zaka,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022986,Pseudomonas phage PAK_P4,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022987,Xylella phage Prado,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,bacteria
NC_022988,Mycobacterium phage Bruin,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,bacteria
NC_022989,Lactobacillus phage LLKu,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,bacteria
NC_023005,Pseudomonas phage PPpW-4,NA,NA,NA,NA,NA,bacteria
NC_023006,Pseudomonas phage PPpW-3,NA,NA,NA,NA,NA,bacteria
NC_023007,Bacillus phage vB_BanS-Tsamsa,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_023009,Staphylococcus phage Sb-1,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,bacteria
NC_023585,Sulfolobus monocaudavirus SMV1,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,archaea
NC_023693,Enterobacteria phage phi92,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_025213,Halovirus VNH-1,Nanohaloarchaea,NA,NA,NA,NA,archaea
NC_025375,Stygiolobus rod-shaped virus,NA,NA,NA,NA,NA,archaea
NC_027298,Pseudomonas phage LPB1,NA,NA,NA,NA,NA,bacteria
NC_027353,Yersinia phage phiD1,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,bacteria
NC_027981,Vibrio phage VP58.5,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,bacteria
NC_027996,Campylobacter phage CPt10,NA,NA,NA,NA,NA,bacteria
NC_027997,Campylobacter phage CP220,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,bacteria
NC_028256,Aeropyrum pernix ovoid virus 1,Aeropyrum,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,archaea
NC_028268,Aeropyrum pernix spindle-shaped virus 1,Aeropyrum,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,archaea
NC_028787,Acidianus bottle-shaped virus 3,Sulfolobales,NA,NA,NA,NA,archaea
NC_028938,Acidianus bottle-shaped virus 2,Sulfolobales,NA,NA,NA,NA,archaea
