NCBI accession number,name of host,genus,family,order,class,phylum,domain
AGFQ01,Xanthomonas campestris pv. musacearum 'Kenyan',Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CP002522.2,Acinetobacter baumannii TCDC-AB0715,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFMT01,Anaplasma marginale str. Florida Relapse,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGEX01,Shewanella baltica OS625,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFWL01,Ralstonia solanacearum Y45,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AGHW01,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1519,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFHL01,Xanthomonas oryzae X8-1A,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFUO01,Streptococcus mitis bv. 2 str. F0392,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKI01,Streptococcus mutans TCI-110,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AERI01,Moraxella catarrhalis BC7,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AEFR01,Bacillus atrophaeus Detrick-3,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BADW01,Pseudoalteromonas sp. BSi20439,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAEJ01,Pantoea ananatis,Pantoea,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGGH01,Streptococcus sobrinus TCI-54,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFMP01,Sphingomonas sp. KC8,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
ADBG01,Clostridium sp. D5,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AFIL01,Propionibacterium sp. 434-HC2,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AGGI01,Streptococcus sobrinus TCI-56,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BADY01,Pseudoalteromonas sp. BSi20495,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AEFS01,Bacillus atrophaeus 1013-1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AEJO01,Aggregatibacter actinomycetemcomitans serotype f str. D18P1,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AGQU01,Mycobacterium abscessus 47J26,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AERJ01,Moraxella catarrhalis BC8,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFRR01,Pasteurella multocida subsp. gallicida str. Anand1_poultry,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKJ01,Streptococcus mutans TCI-116,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEZE01,Mycobacterium bovis BCG str. China,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFMW01,Anaplasma marginale str. Washington Okanogan,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AFYA01,Corynebacterium glutamicum S9114,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFUF01,Streptococcus mitis SK569,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEYL01,Lactobacillus helveticus MTCC 5463,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKK01,Streptococcus mutans TCI-120,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEYM01,Lactobacillus rhamnosus MTCC 5462,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AERK01,Moraxella catarrhalis CO72,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AHAS01,Mycobacterium abscessus subsp. bolletii BD,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AEJP01,Aggregatibacter actinomycetemcomitans serotype b str. SCC1398,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AEFT01,Bacillus atrophaeus 1013-2,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BADX01,Pseudoalteromonas sp. BSi20480,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AGGJ01,Streptococcus sobrinus TCI-61,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ACWC01,Bacillus sp. BT1B_CT2,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFUK01,Propionibacterium sp. CC003-HC2,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AEJV01,Escherichia sp. TW09276,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ACWD01,Bacillus sp. 2_A_57_CT2,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AGGK01,Streptococcus sobrinus TCI-77,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEFU01,Bacillus atrophaeus ATCC 9372-2,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AGSX01,Pseudomonas stutzeri SDM-LAC,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFXX01,Bifidobacterium breve DPC 6330,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AEPC01,Moraxella catarrhalis 101P30B1,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AGQO01,Yersinia enterocolitica subsp. palearctica PhRBD_Ye1,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKC01,Lactobacillus rhamnosus R0011,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKL01,Streptococcus mutans TCI-123,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEYZ01,Rhizobium etli CNPAF512,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGQQ02,Corynebacterium glutamicum ATCC 14067,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFMX01,Anaplasma marginale str. Oklahoma,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AFMC02,Leptospira interrogans serovar Canicola str. LT1962,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AFDJ01,Xylella fastidiosa EB92.1,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_017515.1,Neisseria meningitidis M04-240196,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AEZF01,Mycobacterium bovis BCG str. ATCC 35733,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFNR01,Mycobacterium avium subsp. paratuberculosis CLIJ644,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AEZG01,Mycobacterium bovis BCG str. ATCC 35740,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFMB02,Leptospira interrogans serovar Djasiman str. LT1649,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AERO01,Shigella flexneri CDC 796-83,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AFMY01,Anaplasma marginale str. South Idaho,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGKM01,Streptococcus mutans TCI-125,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CACU01,Yersinia enterocolitica subsp. palearctica 556/8265,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AERL01,Moraxella catarrhalis O35E,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFWD01,Vibrio sp. N418,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AGSL01,Pseudomonas stutzeri ATCC 14405 = CCUG 16156,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AEJR01,Aggregatibacter actinomycetemcomitans serotype c str. SCC2302,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AEXJ01,Lactobacillus iners UPII 143-D,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEFV01,Bacillus atrophaeus ATCC 49822-1,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AGGL01,Streptococcus sobrinus TCI-79,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEJW01,Escherichia sp. TW09231,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ACRI01,Streptococcus sp. C150,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ACRJ01,Streptococcus sp. C300,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEJX01,Escherichia sp. TW15838,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGGM01,Streptococcus sobrinus TCI-80,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEFW01,Bacillus atrophaeus ATCC 49822-2,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AEXK01,Lactobacillus iners UPII 60-B,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CACV01,Yersinia enterocolitica subsp. palearctica 647/5307,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKN01,Streptococcus mutans TCI-138,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGNN01,Pseudomonas syringae pv. theae NCPPB 2598,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFNS01,Mycobacterium avium subsp. paratuberculosis CLIJ361,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFOY02,Pseudomonas fluorescens HK44,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AENR01,Staphylococcus epidermidis FRI909,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFED01,Staphylococcus epidermidis VCU144,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFHX01,Mycobacterium avium subsp. paratuberculosis CLIJ623,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFLZ02,Leptospira interrogans str. C10069,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AGKO01,Streptococcus mutans TCI-143,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CACW01,Yersinia enterocolitica subsp. palearctica YO527,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ADOB01,Aggregatibacter actinomycetemcomitans serotype c str. D17P-2,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
AEXP01,Lactobacillus iners SPIN 1401G,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEFX01,Bacillus atrophaeus BACI051-E,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AGGN01,Streptococcus sobrinus TCI-89,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEJZ01,Escherichia sp. TW14182,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGAE01,Streptococcus sp. oral taxon 058 str. F0407,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEKA01,Escherichia sp. TW10509,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AEFY01,Bacillus atrophaeus BACI051-N,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AHGR01,Aggregatibacter actinomycetemcomitans RhAA1,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
CACY01,Yersinia enterocolitica NFO,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKP01,Streptococcus mutans TCI-145,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFHC01,Shigella flexneri 4343-70,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AFPC01,Mycobacterium avium subsp. paratuberculosis Pt139,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AGHX01,Lactococcus lactis subsp. lactis CNCM I-1631,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFEH01,Staphylococcus epidermidis VCU028,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFEI01,Staphylococcus epidermidis VCU045,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFPD01,Mycobacterium avium subsp. paratuberculosis Pt144,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AGCS01,Pseudomonas putida B6-2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFLU02,Leptospira interrogans str. 2002000621,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AFHD01,Shigella flexneri 2930-71,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AHGW01,Bifidobacterium animalis subsp. lactis BS 01,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AGKE01,Streptococcus mutans TCI-146,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGVV01,Sinorhizobium meliloti CCNWSX0020,Sinorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CACZ01,Yersinia enterocolitica IP2222,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGGP01,Streptococcus sobrinus TCI-107,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEME01,Escherichia sp. TW09308,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
ACTC01,Bacteroides sp. 4_1_36,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AEMF01,Escherichia sp. TW11588,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGGQ01,Streptococcus sobrinus TCI-119,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKQ01,Streptococcus mutans TCI-148,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFLT02,Leptospira interrogans serovar Pomona str. Pomona,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AFPE01,Mycobacterium avium subsp. paratuberculosis Pt145,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFUA01,Staphylococcus epidermidis VCU109,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFTZ01,Staphylococcus epidermidis VCU105,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFPF01,Mycobacterium avium subsp. paratuberculosis Pt146,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFLS02,Leptospira interrogans serovar Bulgarica str. Mallika,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AFGW01,Shigella flexneri VA-6,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKR01,Streptococcus mutans TCI-149,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGGS01,Streptococcus sobrinus TCI-124,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFQU01,Streptococcus sp. oral taxon 056 str. F0418,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKS01,Streptococcus mutans TCI-151,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFPG01,Mycobacterium avium subsp. paratuberculosis Pt154,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFTY01,Staphylococcus epidermidis VCU037,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AGUC01,Staphylococcus epidermidis 14.1.R1.SE,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFPH01,Mycobacterium avium subsp. paratuberculosis Pt155,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AGKT01,Streptococcus mutans TCI-152,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CAFH01,Bradyrhizobium sp. ORS 285,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AEXS01,Paenibacillus sp. HGF5,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AFDH01,Paenibacillus sp. HGF7,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CAFI01,Bradyrhizobium sp. ORS 375,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGGV01,Streptococcus sobrinus TCI-348,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKU01,Streptococcus mutans TCI-153,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ADDB02,Fusobacterium nucleatum subsp. polymorphum F0401,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
AEYY01,Streptococcus suis R61,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFPI01,Mycobacterium avium subsp. paratuberculosis Pt164,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CADW01,Pseudomonas fluorescens Wayne1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AFIF01,Mycobacterium avium subsp. paratuberculosis S397,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFLN01,Leptospira interrogans serovar Copenhageni str. R066,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AFOW01,Shigella flexneri J1713,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKV01,Streptococcus mutans TCI-154,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGGW01,Streptococcus sobrinus TCI-349,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CAFJ01,Bradyrhizobium sp. STM 3809,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
CAFK01,Bradyrhizobium sp. STM 3843,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGGX01,Streptococcus sobrinus TCI-352,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFDI01,Gardnerella vaginalis 315-A,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AGKW01,Streptococcus mutans TCI-162,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFLM01,Leptospira interrogans serovar Copenhageni str. Fiocruz R83,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AHAZ01,Mycobacterium avium subsp. paratuberculosis JQ5,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CAFF01,Pseudomonas fluorescens Wood1R,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AGKX01,Streptococcus mutans TCI-163,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGGY01,Streptococcus sobrinus TCI-355,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGGZ01,Streptococcus sobrinus TCI-357,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGKY01,Streptococcus mutans TCI-164,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFLK01,Leptospira interrogans serovar Copenhageni str. Fiocruz LV3834,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AGAK01,Mycobacterium avium subsp. paratuberculosis 1281,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AGAL01,Mycobacterium avium subsp. paratuberculosis JTC 1285,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AFLJ01,Leptospira interrogans serovar Copenhageni str. Fiocruz LV3738,Leptospira,Leptospiraceae,,Spirochaetia,Spirochaetes,Bacteria
AGKZ01,Streptococcus mutans TCI-169,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AEXE01,Burkholderia sp. TJI49,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AGHA01,Streptococcus sobrinus TCI-363,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AGIK01,Synechococcus sp. WH 8016,Synechococcus,,Chroococcales,,Cyanobacteria,Bacteria
AGHB01,Streptococcus sobrinus TCI-366,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AFEZ02,Brucella melitensis bv. 1 str. M5,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AGLA01,Streptococcus mutans TCI-170,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
